7.300000000000000065e-03,2.819999999999999937e-02,7.009999999999999565e-02,3.399999999999999811e-03,8.099999999999999561e-03,6.800000000000000488e-02
-6.450000000000000178e-02,-1.299999999999999940e-02,-6.799999999999999621e-03,-2.779999999999999832e-02,-1.280000000000000061e-02,-1.110000000000000049e-02
-5.539999999999999786e-02,-2.400000000000000050e-02,-9.799999999999999684e-03,1.199999999999999895e-03,4.959999999999999826e-02,4.220000000000000140e-02
-5.799999999999999600e-03,9.299999999999999239e-03,2.520000000000000018e-02,9.599999999999999159e-03,4.400000000000000265e-03,2.000000000000000042e-03
-6.169999999999999790e-02,-3.239999999999999825e-02,-2.680000000000000090e-02,-2.479999999999999913e-02,-1.089999999999999997e-02,6.700000000000000226e-03
2.630000000000000046e-02,3.330000000000000321e-02,3.910000000000000281e-02,4.320000000000000229e-02,4.639999999999999680e-02,2.089999999999999844e-02
-4.240000000000000019e-02,-1.549999999999999989e-02,-2.659999999999999865e-02,-1.099999999999999936e-02,-2.149999999999999828e-02,-4.870000000000000023e-02
1.480000000000000066e-02,2.489999999999999852e-02,1.540000000000000049e-02,1.669999999999999957e-02,8.899999999999999925e-03,1.220000000000000077e-02
4.349999999999999700e-02,2.489999999999999852e-02,1.750000000000000167e-02,2.400000000000000050e-02,-9.199999999999999845e-03,9.199999999999999845e-03
9.579999999999999627e-02,6.389999999999999847e-02,6.569999999999999452e-02,4.580000000000000043e-02,2.560000000000000123e-02,4.529999999999999999e-02
2.589999999999999941e-02,3.599999999999999728e-02,4.950000000000000233e-02,7.000000000000000146e-03,2.149999999999999828e-02,3.400000000000000244e-02
1.340000000000000045e-02,4.039999999999999841e-02,6.489999999999999936e-02,-1.099999999999999936e-02,1.469999999999999953e-02,5.419999999999999818e-02
-6.339999999999999802e-02,-1.199999999999999895e-03,1.220000000000000077e-02,-2.350000000000000006e-02,4.109999999999999765e-02,3.080000000000000099e-02
2.089999999999999844e-02,2.630000000000000046e-02,3.590000000000000135e-02,1.760000000000000106e-02,3.119999999999999857e-02,2.730000000000000135e-02
-3.749999999999999861e-02,-2.469999999999999973e-02,-2.560000000000000123e-02,-5.040000000000000036e-02,-8.899999999999999925e-03,-9.199999999999999845e-03
6.690000000000000113e-02,3.259999999999999704e-02,3.059999999999999873e-02,4.009999999999999676e-02,2.350000000000000006e-02,7.400000000000000328e-03
7.100000000000000408e-03,4.899999999999999842e-03,1.469999999999999953e-02,-1.030000000000000013e-02,1.200000000000000025e-02,3.429999999999999716e-02
-3.500000000000000073e-03,1.460000000000000013e-02,2.259999999999999856e-02,-2.239999999999999977e-02,1.149999999999999981e-02,1.629999999999999852e-02
3.969999999999999918e-02,4.529999999999999999e-02,3.320000000000000034e-02,3.620000000000000301e-02,4.059999999999999720e-02,3.459999999999999881e-02
3.200000000000000067e-02,2.239999999999999977e-02,2.580000000000000002e-02,-7.000000000000000146e-03,4.799999999999999580e-03,-9.900000000000000813e-03
3.930000000000000160e-02,1.619999999999999912e-02,2.659999999999999865e-02,2.989999999999999949e-02,-2.099999999999999870e-03,1.069999999999999944e-02
-3.219999999999999946e-02,-2.730000000000000135e-02,-2.440000000000000155e-02,-5.999999999999999474e-04,-2.649999999999999925e-02,-1.460000000000000013e-02
2.610000000000000167e-02,3.880000000000000115e-02,2.790000000000000119e-02,1.400000000000000029e-02,1.729999999999999941e-02,2.429999999999999868e-02
1.909999999999999892e-02,2.850000000000000103e-02,5.099999999999999672e-02,1.980000000000000163e-02,4.490000000000000241e-02,3.080000000000000099e-02
-8.699999999999999400e-03,9.100000000000000450e-03,-9.199999999999999845e-03,-1.640000000000000138e-02,-3.070000000000000159e-02,-4.329999999999999821e-02
-6.130000000000000032e-02,-4.750000000000000056e-02,-4.290000000000000063e-02,-4.719999999999999890e-02,-3.780000000000000027e-02,-3.960000000000000325e-02
-7.499999999999999722e-03,6.000000000000000125e-03,1.400000000000000029e-02,3.500000000000000073e-03,2.019999999999999921e-02,1.519999999999999997e-02
-2.580000000000000002e-02,-1.119999999999999989e-02,2.000000000000000096e-04,1.490000000000000005e-02,1.839999999999999969e-02,-8.699999999999999400e-03
-4.750000000000000056e-02,-1.990000000000000102e-02,-2.149999999999999828e-02,-3.039999999999999994e-02,-2.139999999999999888e-02,-2.220000000000000098e-02
1.420000000000000082e-02,1.499999999999999944e-02,2.280000000000000082e-02,3.070000000000000159e-02,3.289999999999999869e-02,4.170000000000000095e-02
7.489999999999999436e-02,4.259999999999999898e-02,3.969999999999999918e-02,5.890000000000000097e-02,3.020000000000000115e-02,2.460000000000000034e-02
6.199999999999999782e-03,-1.899999999999999996e-03,-4.499999999999999660e-03,-1.140000000000000041e-02,-3.250000000000000111e-02,-3.729999999999999982e-02
5.899999999999999863e-03,-1.299999999999999940e-03,-2.000000000000000042e-02,2.350000000000000006e-02,2.500000000000000139e-02,2.399999999999999790e-03
-3.660000000000000059e-02,-3.490000000000000047e-02,-3.729999999999999982e-02,-2.920000000000000026e-02,-4.479999999999999954e-02,-2.999999999999999889e-02
6.499999999999999702e-03,2.110000000000000070e-02,1.239999999999999956e-02,1.400000000000000029e-02,1.220000000000000077e-02,1.250000000000000069e-02
-1.140000000000000041e-02,-1.699999999999999905e-03,9.900000000000000813e-03,2.220000000000000098e-02,2.889999999999999861e-02,3.429999999999999716e-02
3.599999999999999728e-02,3.209999999999999659e-02,4.359999999999999987e-02,4.019999999999999962e-02,4.150000000000000216e-02,3.989999999999999797e-02
2.670000000000000151e-02,2.089999999999999844e-02,9.700000000000000289e-03,2.989999999999999949e-02,3.189999999999999780e-02,6.000000000000000125e-03
1.200000000000000025e-02,2.920000000000000026e-02,3.259999999999999704e-02,2.060000000000000026e-02,3.080000000000000099e-02,3.459999999999999881e-02
7.100000000000000408e-03,1.959999999999999937e-02,2.980000000000000010e-02,3.559999999999999970e-02,3.590000000000000135e-02,5.220000000000000334e-02
7.240000000000000602e-02,4.839999999999999858e-02,3.960000000000000325e-02,3.910000000000000281e-02,1.720000000000000001e-02,1.209999999999999964e-02
7.829999999999999460e-02,4.769999999999999934e-02,4.789999999999999813e-02,3.969999999999999918e-02,4.039999999999999841e-02,2.709999999999999909e-02
2.230000000000000038e-02,2.929999999999999966e-02,3.869999999999999829e-02,1.000000000000000021e-03,1.170000000000000033e-02,2.239999999999999977e-02
2.489999999999999852e-02,1.839999999999999969e-02,1.619999999999999912e-02,4.839999999999999858e-02,3.300000000000000155e-02,3.880000000000000115e-02
-5.920000000000000262e-02,-4.959999999999999826e-02,-3.710000000000000103e-02,4.899999999999999842e-03,-1.260000000000000009e-02,-1.870000000000000134e-02
3.679999999999999938e-02,3.350000000000000200e-02,4.039999999999999841e-02,3.969999999999999918e-02,5.249999999999999806e-02,4.290000000000000063e-02
1.930000000000000118e-02,2.560000000000000123e-02,2.290000000000000022e-02,2.799999999999999972e-03,2.500000000000000139e-02,2.740000000000000074e-02
8.000000000000000383e-04,3.399999999999999811e-03,1.159999999999999920e-02,3.030000000000000054e-02,3.209999999999999659e-02,2.659999999999999865e-02
4.769999999999999934e-02,2.610000000000000167e-02,2.270000000000000143e-02,1.980000000000000163e-02,1.650000000000000078e-02,-1.500000000000000031e-03
2.149999999999999828e-02,2.759999999999999953e-02,2.819999999999999937e-02,2.200000000000000133e-03,1.559999999999999928e-02,2.009999999999999981e-02
8.790000000000000591e-02,4.710000000000000298e-02,4.429999999999999910e-02,2.809999999999999998e-02,1.239999999999999956e-02,-7.900000000000000772e-03
6.099999999999999867e-02,4.490000000000000241e-02,5.439999999999999697e-02,3.799999999999999906e-02,8.699999999999999400e-03,1.700000000000000122e-02
-6.329999999999999516e-02,-2.409999999999999989e-02,-2.440000000000000155e-02,2.999999999999999737e-04,-1.600000000000000077e-03,0.000000000000000000e+00
-1.376000000000000001e-01,-6.029999999999999943e-02,-5.349999999999999895e-02,-5.539999999999999786e-02,-3.719999999999999696e-02,-5.179999999999999882e-02
7.099999999999999367e-02,4.630000000000000088e-02,4.540000000000000285e-02,2.050000000000000086e-02,3.849999999999999950e-02,3.440000000000000002e-02
5.229999999999999927e-02,2.759999999999999953e-02,2.790000000000000119e-02,6.869999999999999718e-02,4.719999999999999890e-02,1.650000000000000078e-02
-5.109999999999999959e-02,0.000000000000000000e+00,1.110000000000000049e-02,6.799999999999999621e-03,3.590000000000000135e-02,4.070000000000000007e-02
1.789999999999999925e-02,4.660000000000000253e-02,3.690000000000000224e-02,7.249999999999999500e-02,7.929999999999999549e-02,5.759999999999999842e-02
8.200000000000000691e-03,2.690000000000000030e-02,1.909999999999999892e-02,-1.710000000000000062e-02,-1.409999999999999969e-02,-9.100000000000000450e-03
4.189999999999999974e-02,2.860000000000000042e-02,3.230000000000000232e-02,6.619999999999999496e-02,5.199999999999999761e-02,2.999999999999999889e-02
-6.149999999999999911e-02,-2.700000000000000143e-03,1.200000000000000025e-02,0.000000000000000000e+00,4.199999999999999740e-03,2.079999999999999905e-02
-8.419999999999999707e-02,-3.200000000000000067e-02,-1.760000000000000106e-02,-5.489999999999999741e-02,-2.599999999999999881e-02,-4.399999999999999745e-02
-3.180000000000000188e-02,6.899999999999999883e-03,-1.100000000000000066e-03,6.710000000000000686e-02,4.490000000000000241e-02,1.629999999999999852e-02
1.547000000000000042e-01,9.810000000000000664e-02,7.870000000000000606e-02,7.009999999999999565e-02,5.870000000000000218e-02,5.899999999999999689e-02
3.869999999999999829e-02,5.729999999999999677e-02,6.619999999999999496e-02,4.170000000000000095e-02,4.680000000000000132e-02,2.809999999999999998e-02
4.950000000000000233e-02,5.469999999999999862e-02,5.519999999999999907e-02,7.749999999999999944e-02,9.030000000000000526e-02,6.419999999999999318e-02
3.960000000000000325e-02,3.200000000000000067e-02,3.209999999999999659e-02,-5.770000000000000129e-02,-3.359999999999999792e-02,-2.949999999999999845e-02
8.999999999999999667e-02,7.950000000000000122e-02,7.839999999999999747e-02,5.090000000000000080e-02,5.990000000000000185e-02,5.680000000000000326e-02
-6.029999999999999943e-02,-3.339999999999999913e-02,-2.239999999999999977e-02,-3.479999999999999760e-02,-3.049999999999999933e-02,-2.659999999999999865e-02
-3.169999999999999901e-02,-8.699999999999999400e-03,4.000000000000000083e-03,4.830000000000000265e-02,3.359999999999999792e-02,3.309999999999999748e-02
-2.199999999999999872e-02,1.170000000000000033e-02,2.220000000000000098e-02,1.000000000000000021e-02,2.970000000000000070e-02,4.229999999999999732e-02
-3.299999999999999982e-03,-1.529999999999999936e-02,-7.199999999999999803e-03,2.970000000000000070e-02,-2.230000000000000038e-02,-2.799999999999999972e-03
8.260000000000000675e-02,7.109999999999999654e-02,7.180000000000000271e-02,7.220000000000000029e-02,7.820000000000000562e-02,6.880000000000000004e-02
4.490000000000000241e-02,4.610000000000000209e-02,4.780000000000000221e-02,4.610000000000000209e-02,5.149999999999999717e-02,7.660000000000000142e-02
8.200000000000000691e-03,1.499999999999999944e-02,2.239999999999999977e-02,1.179999999999999973e-02,1.590000000000000094e-02,3.899999999999999821e-03
-7.439999999999999392e-02,-4.639999999999999680e-02,-2.529999999999999957e-02,-2.580000000000000002e-02,-2.330000000000000127e-02,1.050000000000000065e-02
7.000000000000000146e-03,-8.999999999999999320e-03,3.599999999999999901e-03,5.870000000000000218e-02,1.590000000000000094e-02,2.539999999999999897e-02
-7.639999999999999569e-02,-7.860000000000000320e-02,-6.519999999999999407e-02,-5.300000000000000024e-03,-3.049999999999999933e-02,-3.810000000000000192e-02
-2.436000000000000110e-01,-1.890000000000000013e-01,-1.718000000000000083e-01,-1.436999999999999944e-01,-1.771000000000000074e-01,-1.126000000000000056e-01
8.790000000000000591e-02,5.630000000000000282e-02,2.800000000000000058e-02,7.799999999999999989e-02,4.030000000000000249e-02,5.879999999999999810e-02
4.839999999999999858e-02,3.599999999999999728e-02,2.960000000000000131e-02,8.250000000000000389e-02,8.039999999999999925e-02,4.700000000000000011e-02
9.070000000000000284e-02,5.449999999999999983e-02,5.580000000000000238e-02,6.990000000000000380e-02,5.840000000000000052e-02,3.899999999999999994e-02
6.790000000000000202e-02,3.350000000000000200e-02,2.840000000000000163e-02,8.799999999999999489e-02,1.839999999999999969e-02,3.160000000000000309e-02
4.739999999999999769e-02,1.280000000000000061e-02,2.500000000000000052e-03,5.670000000000000040e-02,-3.399999999999999811e-03,-1.060000000000000005e-02
-9.279999999999999361e-02,-6.969999999999999807e-02,-8.140000000000000013e-02,-4.490000000000000241e-02,-6.599999999999999964e-03,-2.220000000000000098e-02
