
    date   smlo_vwret  smlo_nfirms   smlo_msize   smme_vwret  smme_nfirms   smme_msize   smhi_vwret  smhi_nfirms   smhi_msize   bilo_vwret  bilo_nfirms   bilo_msize   bime_vwret  bime_nfirms   bime_msize   bihi_vwret  bihi_nfirms   bihi_msize
20060731      -0.0579         1106       511.61      -0.0273         1218       503.13      -0.0185         1068        315.2      -0.0121          388     16382.97       0.0123          324     15152.58       0.0144          155      12277.7
20060831       0.0318         1101       483.02       0.0274         1213       489.54       0.0241         1060       309.28       0.0349          386     16234.54       0.0163          323     15323.47       0.0079          155     12419.48
20060929       0.0098         1098       499.35       0.0118         1208       501.25       0.0093         1049       318.43       0.0267          386     16775.95        0.022          323     15520.21       0.0186          155     12498.36
20061031       0.0588         1091       503.19       0.0499         1198       506.54       0.0514         1043       321.56       0.0313          384      17276.8       0.0309          322     15821.73       0.0483          155     12719.37
20061130       0.0261         1085       531.12       0.0266         1194       533.02       0.0311         1032       336.03       0.0144          382     17831.26       0.0278          318     16403.28       0.0196          154     13363.76
20061229      -0.0064         1075       543.06        0.008         1186       544.96       0.0214         1020       348.17       0.0042          381     18101.91        0.018          316      16807.9       0.0273          153     13604.73
20070131       0.0222         1062       538.93       0.0099         1169       545.09       0.0235         1011       354.71       0.0228          381     18150.61       0.0113          313     16961.27       0.0195          153     13959.16
20070228      -0.0012         1054       548.96      -0.0035         1161       551.16      -0.0023         1004        362.3        -0.02          380     18593.14      -0.0156          312     17175.43      -0.0142          153     14199.63
20070330       0.0133         1047       547.71       0.0144         1155       549.81       0.0066          998       362.75       0.0059          380     18188.18        0.014          309     16819.04       0.0212          152     14008.86
20070430       0.0235         1039       554.77       0.0192         1143       556.25       0.0178          983       368.09       0.0487          379     18312.63       0.0393          308     17067.87       0.0353          151     14339.24
20070531       0.0408         1031       563.96       0.0407         1133        567.4       0.0282          976       375.33       0.0299          378     19235.46       0.0408          307     17731.57       0.0408          150     14897.16
20070629      -0.0075         1026       585.74      -0.0087         1118        589.1      -0.0178          964       381.69       -0.012          377     19801.03      -0.0197          306     18443.51      -0.0223          150     15480.62
20070731      -0.0493         1052       601.18      -0.0586         1291       548.16      -0.0775          990       393.14      -0.0158          367     20637.44      -0.0423          291     16698.93      -0.0462          176     15564.24
20070831       0.0173         1045       573.05       0.0214         1279       510.09      -0.0085          978       362.59       0.0163          366     20339.92       0.0232          289     16064.96      -0.0052          175      14852.1
20070928       0.0265         1038       583.42       0.0082         1270       518.53      -0.0024          970       358.74       0.0456          365     20662.07       0.0287          286     16428.99        0.032          175     14755.17
20071031       0.0341         1027       598.33       0.0151         1259       520.28       0.0086          962       357.25       0.0302          361     21666.14       0.0076          281     17032.45       0.0172          174     15279.09
20071130      -0.0671         1016       613.25      -0.0693         1246       528.49      -0.0762          952       361.14      -0.0346          359     22402.39      -0.0501          277     17258.19      -0.0459          173     15574.04
20071231       0.0034         1009       572.31      -0.0085         1234       490.88      -0.0071          940       332.86      -0.0044          357     21681.81      -0.0147          276      16388.8       0.0049          171     14915.09
20080131      -0.0817         1002       568.86      -0.0578         1226       486.54      -0.0472          936       330.56      -0.0722          356      21599.9      -0.0452          275        16112      -0.0464          171     14973.26
20080229      -0.0417          994       518.46      -0.0293         1217       454.52       -0.036          928       315.63      -0.0241          356     20030.74      -0.0376          275     15361.96      -0.0288          171     14240.98
20080331      -0.0126          985       497.75       0.0102         1208       441.88       0.0002          919        306.3       0.0053          355     19546.62      -0.0291          274      14776.3      -0.0042          171     13809.13
20080430       0.0469          977       494.15       0.0289         1196       445.94       0.0298          911       306.71       0.0396          353     19692.33       0.0545          274     14317.05        0.058          171     13732.57
20080530        0.049          966       515.14       0.0542         1187       460.34       0.0353          898       317.96       0.0224          353     20460.76      -0.0001          273     15108.48       0.0308          171     14493.51
20080630       -0.075          962       541.63      -0.0775         1179       486.25      -0.0774          892       327.99      -0.0729          352      20900.4       -0.097          272      15115.8      -0.0917          171     14916.81
20080731       0.0303          884       444.63       0.0266         1191       413.41        0.055         1177       255.93       -0.009          396     17470.11      -0.0294          309     14031.32       0.0381          134     11200.02
20080829       0.0315          875       460.02       0.0425         1185        424.2       0.0707         1165        270.2       0.0159          395        17325        0.009          308     13631.54       0.0062          133     11584.64
20080930      -0.1073          869       477.17       -0.069         1174       445.13      -0.0705         1158       290.38      -0.0969          394     17601.57      -0.0979          305     13832.16      -0.0452          131     11776.95
20081031      -0.2158          863       427.33      -0.1935         1160       411.73      -0.2029         1144       269.59      -0.1507          393     15876.29      -0.1713          304     12477.13      -0.2251          131     11209.75
20081128      -0.1181          859       333.29      -0.1109         1153       332.49      -0.1441         1126       216.09       -0.063          390     13417.94      -0.0659          303     10316.39      -0.1369          131      8656.77
20081231        0.055          850       295.96       0.0409         1146       294.57       0.0537         1113       183.48        0.022          389     12551.66       0.0084          302      9622.56      -0.0004          130      7467.84
20090130      -0.0738          843       312.86       -0.104         1142          307      -0.1594         1104       194.29      -0.0455          389     12805.87      -0.1062          301      9665.47      -0.1585          126      7530.69
20090227      -0.0999          836          292       -0.114         1132       274.86      -0.1525         1093       164.79      -0.0727          389     12213.91      -0.1264          301      8617.44      -0.1551          125      6341.11
20090331       0.0911          828       265.09       0.1008         1122       244.41       0.1144         1079       140.95       0.0809          388     11064.57       0.0939          301      7488.71       0.1091          125      5334.74
20090430       0.1549          821       291.14       0.1676         1108        271.3       0.1804         1070       157.96        0.074          388     11940.86        0.112          300      8153.56       0.1621          125      5830.52
20090529       0.0377          814       338.91       0.0296         1102       318.21        0.024         1061       187.54       0.0424          388     12810.12       0.0629          300       9045.8       0.0652          125      6769.12
20090630       0.0523          809       351.85       0.0106         1094       329.11       0.0149         1044       194.13       0.0145          388     13319.29      -0.0191          300      9594.27        0.003          124       7244.8
20090731       0.0667          686       389.76       0.1019         1052       331.68       0.1448         1213        162.3        0.068          384     13914.61       0.0851          325      9292.87       0.0862          129      6857.15
20090831       0.0084          686       415.58       0.0311         1046       366.08       0.0914         1202       184.73       0.0195          384     14846.96        0.039          325     10064.25       0.0896          129       7443.9
20090930       0.0662          682       416.37       0.0556         1042       377.61       0.0778         1191       203.23       0.0356          384     15096.35       0.0402          325      10440.8       0.0536          129      8096.56
20091030      -0.0692          678       441.95      -0.0633         1033       398.58      -0.0957         1178       220.71       -0.006          382     15507.71      -0.0274          323     10891.76      -0.0666          129      8520.97
20091130       0.0151          675       412.77       0.0193         1026       373.91       0.0402         1158        201.9       0.0671          381     15315.58       0.0481          322     10596.03       0.0446          128      7863.15
20091231        0.085          671       420.23       0.0841         1022       380.17       0.0866         1144       211.83       0.0193          380     16336.92       0.0277          322     11085.29       0.0322          128      8195.39
20100129      -0.0346          667       454.39      -0.0253         1017       411.27      -0.0273         1134       231.34      -0.0396          378     16697.48      -0.0249          322     11372.28      -0.0356          127      8460.86
20100226       0.0358          663       440.73       0.0416         1010       402.02       0.0751         1123       226.54       0.0316          378     16024.99       0.0317          320     11016.63       0.0475          127       8154.6
20100331       0.0736          658       454.18       0.0813         1008       419.14       0.0897         1110       245.86       0.0539          376        16547       0.0657          319      11366.2        0.078          126      8571.27
20100430       0.0478          657       487.22       0.0623          999       454.27       0.0953         1097       269.84        0.009          376     17411.91       0.0218          316     12166.99       0.0243          126      9229.08
20100528      -0.0645          653        512.1       -0.072          995       479.39       -0.104         1087       297.77      -0.0746          376     17555.06      -0.0833          316     12415.09      -0.0823          126       9448.4
20100630      -0.0606          648       479.17      -0.0762          994       444.85      -0.1091         1082       267.41      -0.0472          374      16263.8      -0.0517          315     11320.56      -0.0848          126      8654.54
20100730        0.068          717       434.34        0.066          935       423.78       0.0767         1054       219.87       0.0679          384     14722.59       0.0751          313     10217.73       0.0637          159     10781.24
20100831       -0.068          712       461.77      -0.0807          929       450.86      -0.0828         1050       237.18      -0.0406          384     15709.92      -0.0435          312     10970.69        -0.06          159     11455.67
20100930       0.1429          706       430.12       0.1255          923       415.03       0.1114         1045       218.04       0.1001          383      15058.7       0.0903          312     10470.86       0.0707          159      10752.3
20101029       0.0434          700       491.98       0.0407          917       467.96       0.0371         1040       242.56       0.0483          379     16681.56       0.0342          310     11448.14       0.0104          159     11499.57
20101130       0.0346          692       511.52       0.0438          914          486       0.0361         1030       252.77       0.0055          378     17495.03       0.0049          309     11849.25      -0.0092          158     11667.68
20101231       0.0736          688       527.56       0.0828          904       508.01       0.0947         1011       263.68       0.0488          378     17547.42       0.0806          309     11882.61       0.0983          158     11535.56
20110131       -0.006          684       566.53       0.0006          899       548.73       0.0054         1001       289.73       0.0196          378     18376.71       0.0268          308     12846.08       0.0275          157     12711.98
20110228       0.0554          681       563.59       0.0516          891       551.66       0.0614          994       291.28       0.0261          378        18722       0.0408          307     13201.95       0.0478          156     13109.49
20110331       0.0334          679       595.59       0.0281          888       579.44       0.0217          988       310.01       0.0002          376     19245.17       0.0153          306      13744.6      -0.0143          155     13775.65
20110429       0.0356          674       616.22       0.0199          882       597.56       0.0137          977       317.92       0.0386          375     19241.91       0.0233          304     13953.22       0.0142          155      13563.5
20110531      -0.0095          671       637.15      -0.0205          876       607.87      -0.0313          966       321.61      -0.0057          373     20058.56      -0.0144          304     14256.68      -0.0282          155     13743.01
20110630       -0.014          667       633.16      -0.0192          865       596.75      -0.0184          952       308.98      -0.0147          370     20038.31      -0.0185          301     14098.56      -0.0201          154      13400.4
20110729      -0.0416          758       620.57       -0.042          863       578.04      -0.0345          992       320.48      -0.0082          373     17074.71      -0.0291          283     14979.14      -0.0379          176     16609.42
20110831      -0.0901          755       592.26      -0.0912          863       553.53      -0.0958          986       309.81      -0.0421          373     16924.11      -0.0718          282     14543.18      -0.0661          176     15934.57
20110930      -0.1084          752       539.39      -0.1137          860       501.21      -0.1097          984       280.11      -0.0638          371      16221.3      -0.0783          280     13523.61      -0.0822          176     14855.92
20111031       0.1538          749        479.8        0.158          854       444.06       0.1294          977       249.97       0.1016          370     15202.37       0.1262          279     12460.92       0.1076          176     13614.16
20111130      -0.0144          746       554.75      -0.0038          848       517.04       0.0014          969        282.5      -0.0013          369     16764.97       0.0089          277     14093.85      -0.0177          176     15035.43
20111230      -0.0011          742       547.62       0.0089          845       515.32        0.012          961       282.57      -0.0026          367     16765.91         0.02          275     14258.37       0.0154          176     14732.04
20120131       0.0793          739       546.73       0.0682          837       520.68       0.0583          952       287.85         0.06          366        16717        0.037          275     14513.11       0.0368          175     14998.71
