"Date"	"Open"	"High"	"Low"	"Close"	"Volume"	"Adj Close"
"2012-02-08"	8069.71	8100.23	8038.03	8082.98	4096730000	8082.98
"2012-02-07"	8048.03	8081.56	7997.99	8069.7	3742460000	8069.7
"2012-02-06"	8060.43	8060.43	8007.95	8048.04	3379700000	8048.04
"2012-02-03"	7945.43	8061.92	7945.43	8060.43	4608550000	8060.43
"2012-02-02"	7931.45	7967.75	7920.41	7945.43	4120920000	7945.43
"2012-02-01"	7838.48	7968.07	7838.48	7931.43	4504360000	7931.43
"2012-01-31"	7834.41	7894.94	7801.27	7838.48	4235550000	7838.48
"2012-01-30"	7876.61	7876.61	7766.02	7834.4	3659010000	7834.4
"2012-01-27"	7883.9	7897.33	7850.08	7876.61	4007380000	7876.61
"2012-01-26"	7829.74	7929.76	7822.73	7883.9	4522070000	7883.9
"2012-01-25"	7829.22	7926.33	7765.04	7914.81	4410910000	7914.81
"2012-01-24"	7843.94	7843.94	7778.69	7840.65	3693560000	7840.65
"2012-01-23"	7829.33	7885.57	7819.51	7855.52	3770910000	7855.52
"2012-01-20"	7819.37	7829.37	7793.01	7829.34	3912620000	7829.34
"2012-01-19"	7766.95	7824.07	7766.95	7819.36	4465890000	7819.36
"2012-01-18"	7670.47	7766.95	7662.45	7766.95	4096160000	7766.95
"2012-01-17"	7632.03	7723.48	7632.03	7670.47	4010490000	7670.47
"2012-01-13"	7681.26	7681.26	7555.1	7632.03	3692370000	7632.03
"2012-01-12"	7661.98	7691.1	7622.53	7681.26	4019890000	7681.26
"2012-01-11"	7668.9	7668.9	7615.94	7661.98	3968120000	7661.98
"2012-01-10"	7584.66	7688.22	7584.66	7668.9	4221960000	7668.9
"2012-01-09"	7557.68	7588.89	7539.34	7584.66	3371600000	7584.66
"2012-01-06"	7599.97	7601.48	7535.62	7557.68	3656830000	7557.68
"2012-01-05"	7612.15	7613.6	7512.65	7599.97	4315950000	7599.97
"2012-01-04"	7624.32	7624.32	7559.99	7612.15	3592580000	7612.15
"2012-01-03"	7477.03	7659.97	7459.45	7624.32	3943710000	7624.32
"2011-12-30"	7485.63	7506.74	7475.95	7477.03	2271850000	7477.03
"2011-12-29"	7396.99	7490.24	7396.99	7485.63	2278130000	7485.63
"2011-12-28"	7508.37	7508.37	7393.13	7396.99	2349980000	7396.99
"2011-12-27"	7518.66	7529.17	7494.58	7508.37	2130590000	7508.37
"2011-12-23"	7460.75	7518.94	7460.75	7518.66	2233830000	7518.66
"2011-12-22"	7388.52	7468.34	7388.52	7460.75	3492250000	7460.75
"2011-12-21"	7360.97	7397.16	7306.19	7388.52	3582780000	7388.52
"2011-12-20"	7142.45	7370.45	7142.45	7360.97	4055590000	7360.97
"2011-12-19"	7237.66	7237.66	7129.84	7142.45	3659820000	7142.45
"2011-12-16"	7217.1	7294.73	7203.25	7237.66	5345800000	7237.66
"2011-12-15"	7184.75	7273.94	7184.75	7217.12	3810340000	7217.12
"2011-12-14"	7277.62	7277.62	7171.66	7184.75	4298290000	7184.75
"2011-12-13"	7363.49	7441.84	7236.93	7277.62	4121570000	7277.62
"2011-12-12"	7502.88	7502.88	7308.54	7363.49	0	7363.49
"2011-12-09"	7369.52	7519.98	7369.52	7502.88	3830610000	7502.88
"2011-12-08"	7559.71	7559.71	7353.44	7369.52	4298370000	7369.52
"2011-12-07"	7539.32	7591.21	7457.49	7559.71	4160540000	7559.71
"2011-12-06"	7531.01	7583.92	7496.76	7539.32	3734230000	7539.32
"2011-12-05"	7453.55	7596.11	7453.55	7531.01	4148060000	7531.01
"2011-12-02"	7450.43	7550.3	7446.39	7453.55	4144310000	7453.55
"2011-12-01"	7484.5	7509.33	7430.01	7450.43	3818680000	7450.43
"2011-11-30"	7149.71	7485.55	7149.71	7484.5	5801910000	7484.5
"2011-11-29"	7120.55	7191.96	7118.33	7149.71	3992650000	7149.71
"2011-11-28"	6898.18	7156.68	6898.18	7120.55	3920750000	7120.55
"2011-11-25"	6919.92	6981.75	6898.12	6898.18	1664200000	6898.18
"2011-11-23"	7094.89	7094.89	6919.77	6919.92	3798940000	6919.92
